序号,完整音频,单句音频,句子文本,开始时间,结束时间
243,mjlc1-10.mp3,../mjlc/4-280.mp3,刚才只在偏厅外看到一大片的竹海，此时才发现里面曲径通幽，别有洞天，各式的假山，凉亭，鱼塘，花圃……造工巧妙，美不胜收，简直就是世外桃源！,1372.63,1389.73
244,mjlc1-10.mp3,../mjlc/4-300.mp3,北院二楼，顾琳琳烦躁的掐断一朵雏菊，,1391.87,1395.59
245,mjlc1-10.mp3,../mjlc/4-350.mp3,听到这话，顾琳琳总算露出笑容。,1397.48,1400.48
246,mjlc1-10.mp3,../mjlc/4-360.mp3,在老宅，七叔顾淮安住的西院是禁地！,1401.66,1406.16
247,mjlc1-10.mp3,../mjlc/4-370.mp3,而且跟着他的那些保镖凶神恶煞，都是从边境贫民窟来的，全是杀人如麻的暴徒！她每次看到都吓得躲着走……,1406.9,1418.37
248,mjlc1-10.mp3,../mjlc/4-380.mp3,顾好好在农村长大，没见过什么世面，到时肯定被吓得哭鼻子！噩梦缠身！,1419.52,1426.88
249,mjlc1-10.mp3,../mjlc/4-390.mp3,此时顾好好刚进入一楼客厅。,1428.94,1431.55
250,mjlc1-10.mp3,../mjlc/4-400.mp3,顾老爷子今年八十多岁，穿着一袭玄色唐装坐在轮椅上，手中捻着一串褐色佛珠。,1432.54,1440.56
251,mjlc1-10.mp3,../mjlc/4-410.mp3,他头发花白，老态龙钟，但看人的眼神，精锐又深刻。,1441.83,1447.5
252,mjlc1-10.mp3,../mjlc/4-420.mp3,顾好好乖巧的用小气音喊人，“爷爷好。”,1449.01,1453.89
253,mjlc1-10.mp3,../mjlc/4-430.mp3,虽然已经十四岁了，但小姑娘个头太矮，和她怀里的黑猫一样孱弱瘦小，一看就生活的不太好。,1455.18,1465.14
254,mjlc1-10.mp3,../mjlc/4-440.mp3,还好长得白净漂亮，尤其是那双眼睛，黑亮清透，对视一眼就垂了下去，脸颊还浮现一抹红晕。,1466.38,1476.59
255,mjlc1-10.mp3,../mjlc/4-450.mp3,可能是看她太害怕，顾老爷子放缓声音，,1478.2,1481.77
256,mjlc1-10.mp3,../mjlc/4-470.mp3,顾好好老实点头，“谢谢爷爷。”,1483.36,1487.23
257,mjlc1-10.mp3,../mjlc/4-480.mp3,拨了拨佛珠，顾老爷子问管家：,1488.31,1490.86
258,mjlc1-10.mp3,../mjlc/4-520.mp3,顾老爷子紧了紧眉心，,1492.29,1494.18
259,mjlc1-10.mp3,../mjlc/4-540.mp3,顾好好忙竖起耳朵。,1495.74,1497.36
260,mjlc1-10.mp3,../mjlc/4-550.mp3,老七？,1498.4,1499.24
261,mjlc1-10.mp3,../mjlc/4-560.mp3,是说七爷吗？,1499.66,1500.89
262,mjlc1-10.mp3,../mjlc/4-570.mp3,卧槽居然连老爷子都在帮我抱大腿吗？,1501.82,1505.48
263,mjlc1-10.mp3,../mjlc/4-600.mp3,沈玉薇正好在这时带女儿进屋，,1506.9,1509.78
264,mjlc1-10.mp3,../mjlc/4-620.mp3,作为一名茶艺大师，顾好好最擅长看人。,1511.23,1515.1
265,mjlc1-10.mp3,../mjlc/4-630.mp3,此时她一看沈玉薇就知道跟自己是同行，老绿茶了！,1515.78,1520.94
266,mjlc1-10.mp3,../mjlc/4-640.mp3,至于这个年轻姑娘就嫩多了，眼里的鄙夷毫不掩饰，简直快飞出屏幕了……,1522.08,1529.11
267,mjlc1-10.mp3,../mjlc/4-660.mp3,这话一出，顾老爷子表情欣慰，,1530.42,1533.18
268,mjlc1-10.mp3,../mjlc/4-690.mp3,沈玉薇姿态优雅大方，,1534.36,1536.43
269,mjlc1-10.mp3,../mjlc/4-710.mp3,顾琳琳噘嘴送上东西。,1538.14,1540.03
270,mjlc1-10.mp3,../mjlc/4-720.mp3,这可是最新款平板电脑，居然要送给这个乡巴佬？简直暴殄天物！,1541.18,1547.09
271,mjlc1-10.mp3,../mjlc/4-740.mp3,沈玉薇亲切询问，,1548.68,1550.15
272,mjlc1-10.mp3,../mjlc/4-760.mp3,顾好好点头，“嗯。”,1551.54,1553.93
273,mjlc1-10.mp3,../mjlc/4-780.mp3,沈玉薇姿态和善，还不经意的炫耀了两个优秀的儿女。,1555.55,1560.56
274,mjlc1-10.mp3,../mjlc/4-790.mp3,至于不争气的小儿子……,1561.54,1564.03
275,mjlc1-10.mp3,../mjlc/4-800.mp3,不提也罢！,1564.45,1565.53
276,mjlc1-10.mp3,../mjlc/4-810.mp3,谁知老爷子偏偏哪壶不开提哪壶，,1566.48,1569.78
277,mjlc1-10.mp3,../mjlc/4-830.mp3,沈玉薇头皮一紧：,1571.51,1573.04
278,mjlc1-10.mp3,../mjlc/4-850.mp3,顾老爷子：,1574.45,1575.29
279,mjlc1-10.mp3,../mjlc/4-880.mp3,沈玉薇愣。,1576.99,1577.86
280,mjlc1-10.mp3,../mjlc/4-890.mp3,现在？,1579.03,1579.9
281,mjlc1-10.mp3,../mjlc/4-900.mp3,顾羡余这个点肯定在偷玩，怎么可能写作业？,1580.81,1584.41
282,mjlc1-10.mp3,../mjlc/4-910.mp3,现在通风报信还来得及吗？,1585.3,1587.58
283,mjlc1-10.mp3,../mjlc/4-920.mp3,可昨天因为偷玩，她没收了他的手机，完了完了……,1588.8,1593.82
284,mjlc1-10.mp3,../mjlc/4-930.mp3,顾好好跟管家去西院，顾老爷子则去东院突击检查。,1595.72,1600.91
285,mjlc1-10.mp3,../mjlc/4-940.mp3,沈玉薇跟在后面，心里愁的像热锅上的蚂蚁。,1601.71,1605.61
286,mjlc1-10.mp3,../mjlc/4-950.mp3,等来到房间却发现……,1606.18,1607.86
287,mjlc1-10.mp3,../mjlc/4-960.mp3,顾羡余正在埋头做题！,1608.34,1610.86
288,mjlc1-10.mp3,../mjlc/4-970.mp3,小胖手捏着笔，小眉头皱的死紧，一边写，一边还嘴里念念有词。,1612.27,1618.66
289,mjlc1-10.mp3,../mjlc/4-980.mp3,天上下红雨了？,1620.15,1621.83
290,mjlc1-10.mp3,../mjlc/4-990.mp3,太阳从东边下山了？,1622.5,1624.24
291,mjlc1-10.mp3,../mjlc/4-1000.mp3,从来不学习的熊孩子居然在主动写作业？,1625.22,1628.82
292,mjlc1-10.mp3,../mjlc/4-1010.mp3,而且极其投入，浑然忘我，都没发现他们进屋！,1629.06,1633.74
293,mjlc1-10.mp3,../mjlc/4-1020.mp3,顾老爷子也玄幻了。,1635.16,1637.14
294,mjlc1-10.mp3,../mjlc/4-1030.mp3,因为生日就差一天，私心挺疼小金孙。,1638.22,1642.27
295,mjlc1-10.mp3,../mjlc/4-1040.mp3,但他也是最不争气的，从小就调皮捣蛋，学习更是一塌糊涂……今天怎么改邪归正了？,1643.07,1652.45
296,mjlc1-10.mp3,../mjlc/4-1060.mp3,顾羡余抬头，小胖脸的惊讶太过真实，然后他抱起作业本，吭哧吭哧跑到顾琳琳身边，,1654.34,1662.78
297,mjlc1-10.mp3,../mjlc/4-1080.mp3,顾琳琳：“……”,1664.31,1665.36
298,mjlc1-10.mp3,../mjlc/4-1090.mp3,这个求知若渴的孩子是她每次考全校倒数第一的傻弟弟吗？,1666.35,1671.9
299,mjlc1-10.mp3,../mjlc/5-10.mp3,第五集入住七爷的地盘,-0.001,-0.001
300,mjlc1-10.mp3,../mjlc/5-20.mp3,整个老宅都是改良四合院的构造，顾好好的房间被安排在西院二楼的最南边。,1673.97,1681.13
301,mjlc1-10.mp3,../mjlc/5-30.mp3,跟着管家上楼时，她下意识扭头一看。,1682.31,1685.34
302,mjlc1-10.mp3,../mjlc/5-40.mp3,走廊尽头站着好几个穿黑衣的保镖，其中一个还手持匕首。,1686.57,1692.18
303,mjlc1-10.mp3,../mjlc/5-50.mp3,把玩间，光线一掠，白光乍闪。,1693.18,1696.06
304,mjlc1-10.mp3,../mjlc/5-70.mp3,顾好好忙收回视线。,1698.1,1699.75
305,mjlc1-10.mp3,../mjlc/5-80.mp3,管家警告：,1700.4,1701.24
306,mjlc1-10.mp3,../mjlc/5-100.mp3,顾好好低着头，像被吓到似的，不敢说话。,1702.87,1706.5
307,mjlc1-10.mp3,../mjlc/5-110.mp3,等他们进屋，摇光将匕首一收，转身也进了屋。,1707.85,1712.26
308,mjlc1-10.mp3,../mjlc/5-120.mp3,幽凉静谧的书房内，男人正在写毛笔字，他眉目温和，气质禁欲，写的却是狂草。,1714.02,1722.83
309,mjlc1-10.mp3,../mjlc/5-130.mp3,收了最后一笔，顾淮安抬眼。,1723.96,1726.27
310,mjlc1-10.mp3,../mjlc/5-150.mp3,摇光怒。,1727.97,1728.72
311,mjlc1-10.mp3,../mjlc/5-160.mp3,黑曜收脚，,1729.29,1730.28
312,mjlc1-10.mp3,../mjlc/5-190.mp3,摇光不服，,1731.86,1732.76
313,mjlc1-10.mp3,../mjlc/5-210.mp3,顾淮安虽被立为家主，但出身不算光彩。,1734.33,1738.11
314,mjlc1-10.mp3,../mjlc/5-220.mp3,因为在他十几岁时，顾老爷子跟四太太还有婚约关系，直到她去世，五太太才被接进老宅。,1738.9,1747.81
315,mjlc1-10.mp3,../mjlc/5-230.mp3,这也导致现在宅内分成东西两派，西院住的是五太太和顾淮安，东院自然就是四太太的子女们。,1748.7,1759.05
316,mjlc1-10.mp3,../mjlc/5-240.mp3,四太太生了一儿两女，都比顾淮安大十几岁，也已结婚生子，所以和人丁兴旺的东院相比，西院向来萧条。,1760.6,1771.94
317,mjlc1-10.mp3,../mjlc/5-250.mp3,加上五太太近几年久居国外，可以说除了佣人，西院是男人的天下。,1773.04,1779.79
318,mjlc1-10.mp3,../mjlc/5-280.mp3,黑曜点头。,1781.66,1782.68
319,mjlc1-10.mp3,../mjlc/5-300.mp3,摇光忙撺掇，,1784.12,1785.23
320,mjlc1-10.mp3,../mjlc/5-320.mp3,对此，顾淮安却依然面色平淡，甚至温声说道，,1786.66,1791.37
321,mjlc1-10.mp3,../mjlc/5-340.mp3,两个保镖：“？？？”,1793.33,1795.16
322,mjlc1-10.mp3,../mjlc/5-350.mp3,房间里，管家放下一张银行卡。,1796.89,1800.13
323,mjlc1-10.mp3,../mjlc/5-370.mp3,“谢谢管家爷爷。”,1801.44,1802.82
324,mjlc1-10.mp3,../mjlc/5-380.mp3,管家又叮嘱许多，最后道，,1803.84,1805.94
325,mjlc1-10.mp3,../mjlc/5-400.mp3,顾好好一脸天真，“七爷是谁呀？他为什么喜欢静静？”,1807.44,1813.84
326,mjlc1-10.mp3,../mjlc/5-410.mp3,管家噎了一下，脸色难看，,1815.03,1817.01
327,mjlc1-10.mp3,../mjlc/5-430.mp3,“嗯。”顾好好忙点头。,1818.9,1821.2
328,mjlc1-10.mp3,../mjlc/5-440.mp3,门都不让出，搞得像是专门买她做镇宅福娃一样……,1822.67,1827.02
329,mjlc1-10.mp3,../mjlc/5-450.mp3,听说顾家祖上是从岭南潮汕外迁而来，这座老宅坐南朝北，不管是外部建筑，还是内饰摆设，都很讲究风水学说，有这想法倒也理解。,1828.49,1843.59
330,mjlc1-10.mp3,../mjlc/5-460.mp3,管家离开后，顾好好立刻打开平板电脑。,1867.97,1874.31
331,mjlc1-10.mp3,../mjlc/5-470.mp3,几分钟后，她看着屏幕。,1875.04,1876.87
332,mjlc1-10.mp3,../mjlc/5-480.mp3,原来顾家七爷名叫顾淮安，微博认证信息是顾氏传媒集团创始人。,1878.08,1884.89
333,mjlc1-10.mp3,../mjlc/5-490.mp3,粉丝居然有三千多万，比很多顶流明星还要夸张。,1885.7,1890.41
334,mjlc1-10.mp3,../mjlc/5-500.mp3,微博内容不多，仅有几条都和工作相关，没任何的私人消息，更没有照片。,1891.83,1898.85
335,mjlc1-10.mp3,../mjlc/5-510.mp3,但这也抵挡不了粉丝的热情，随便点开评论如下：,1899.78,1904.76
336,mjlc1-10.mp3,../mjlc/5-520.mp3,【老公什么时候发个自拍康康啊？】,1906.62,1908.75
337,mjlc1-10.mp3,../mjlc/5-530.mp3,【老公来个九宫格吧！】,1909.64,1911.08
338,mjlc1-10.mp3,../mjlc/5-540.mp3,【老公，今天我生日，能跟我说一声老婆生日快乐吗？】,1911.93,1915.86
339,mjlc1-10.mp3,../mjlc/5-550.mp3,顾好好眯眼。,1917.56,1918.61
340,mjlc1-10.mp3,../mjlc/5-560.mp3,娱乐圈那些小鲜肉还不够你们花痴？,1919.86,1923.34
341,mjlc1-10.mp3,../mjlc/5-570.mp3,跟我抢老公？,1923.98,1925.42
342,mjlc1-10.mp3,../mjlc/5-580.mp3,她立刻注册微博，名字就叫“我才是哥哥的正牌老婆”，关注点赞转发三连击，再申请加入粉丝群和超话……,1927.17,1938.76
343,mjlc1-10.mp3,../mjlc/5-590.mp3,就这样成功打入情敌内部，足足看了半个多小时……才关掉微博，点开另一个网页。,1939.97,1947.86
344,mjlc1-10.mp3,../mjlc/5-600.mp3,除了抱大腿，还有个重要事情就是搞钱！,1949.67,1953.45
345,mjlc1-10.mp3,../mjlc/5-610.mp3,只有实现金钱自由，她才能做更多的事情。,1954.48,1958.08
346,mjlc1-10.mp3,../mjlc/5-620.mp3,正仔细研究，突然房门被敲响。,1959.25,1962.34
347,mjlc1-10.mp3,../mjlc/5-630.mp3,顾好好切掉画面，起身开门。,1963.51,1965.82
348,mjlc1-10.mp3,../mjlc/5-640.mp3,站在外面的是顾羡余，后面还跟着两个佣人。,1966.85,1971.08
349,mjlc1-10.mp3,../mjlc/5-650.mp3,小屁孩表情格外傲娇，,1972.09,1974.07
350,mjlc1-10.mp3,../mjlc/5-670.mp3,顾好好：“……”谁要你教数学题啊！我要搞钱！搞钱！搞钱！,1975.96,1982.59
351,mjlc1-10.mp3,../mjlc/5-680.mp3,心里吐槽，面上还是甜甜的答应，“好呀。”,1983.85,1988.93
352,mjlc1-10.mp3,../mjlc/5-690.mp3,顾羡余颐指气使，,1989.86,1991.45
353,mjlc1-10.mp3,../mjlc/5-730.mp3,顾羡余抱着作业本进屋，“,1993.12,1995.13
354,mjlc1-10.mp3,../mjlc/5-750.mp3,天真的孩子，因为我是外来户啊……顾好好官方微笑，“小鱼哥哥，你作业写完了吗？”,1996.74,2006.86
355,mjlc1-10.mp3,../mjlc/5-770.mp3,说到刚才，多亏了妹妹让他讲题，他实在不会，只能让顾琳琳教。,2008.66,2014.75
356,mjlc1-10.mp3,../mjlc/5-780.mp3,没想到爷爷笑的特别开心！摸他脑袋瓜夸他懂事，还让厨房今晚做他最爱的糖醋排骨！,2015.5,2024.4
357,mjlc1-10.mp3,../mjlc/5-790.mp3,顾羡余觉得，妹妹简直就是他的小福星啊！,2025.28,2029.3
358,mjlc1-10.mp3,../mjlc/5-800.mp3,这道题是他第一次认认真真学会的，讲完后，他问，,2030.66,2035.65
359,mjlc1-10.mp3,../mjlc/5-820.mp3,“懂了。”顾好好点头。,2037.2,2039.88
360,mjlc1-10.mp3,../mjlc/5-840.mp3,顾羡余都惊了。,2041.04,2042.3
361,mjlc1-10.mp3,../mjlc/5-850.mp3,刚才大姐讲了足足九遍他才听懂呢，妹妹居然一遍就懂了？,2043.44,2048.96
362,mjlc1-10.mp3,../mjlc/5-860.mp3,这不科学！,2049.56,2050.61
363,mjlc1-10.mp3,../mjlc/5-870.mp3,顾好好眨巴眨巴眼睛，声音甜甜的：“因为小鱼哥哥讲的太好了！比老师讲的还要好！”,2052.17,2060.66
364,mjlc1-10.mp3,../mjlc/5-880.mp3,呕……,2061.96,2062.44
365,mjlc1-10.mp3,../mjlc/5-890.mp3,茶气冲天，不愧是我！,2062.77,2065.17
366,mjlc1-10.mp3,../mjlc/5-900.mp3,顾羡余却被哄的服服帖帖，尤其小姑娘那崇拜的眼神，让他头脑一热，脱口而出，,2066.53,2074.36
367,mjlc1-10.mp3,../mjlc/5-920.mp3,“好呀。”顾好好开心的拍拍小手，“有了小鱼哥哥，我不怕跟不上学习了。”,2075.4,2083.05
368,mjlc1-10.mp3,../mjlc/5-940.mp3,一中是南城最好的学校，历史悠久，师资雄厚，每年级的英才班更是全国闻名，怎么可能随便收转学生？,2084.31,2094.27
369,mjlc1-10.mp3,../mjlc/5-950.mp3,顾好好担心的问他，“我可以进一中吗？”,2095.21,2099.25
370,mjlc1-10.mp3,../mjlc/5-970.mp3,顾羡余拍拍小胸脯，,2100.57,2102.34
371,mjlc1-10.mp3,../mjlc/5-990.mp3,顾好好弯弯小嘴，像是想到什么，她起身，“小鱼哥哥教我做题，我给你画张画吧。”,2103.46,2111.89
372,mjlc1-10.mp3,../mjlc/5-1010.mp3,顾羡余再次惊了。,2113.22,2114.72
373,mjlc1-10.mp3,../mjlc/5-1020.mp3,顾好好拿了纸笔过来，像模像样的立在他前面。,2115.95,2119.97
374,mjlc1-10.mp3,../mjlc/5-1030.mp3,顾羡余刚想站起来看……,2121.18,2122.92
375,mjlc1-10.mp3,../mjlc/5-1040.mp3,“小鱼哥哥，你不能动。”,2123.97,2125.95
376,mjlc1-10.mp3,../mjlc/5-1050.mp3,顾羡余,2126.76,2127.51
377,mjlc1-10.mp3,../mjlc/5-1070.mp3,顾好好冲着他甜甜一笑，开始下笔。,2129.09,2132.15
378,mjlc1-10.mp3,../mjlc/5-1080.mp3,顾羡余向来活泼好动，怎么坐得住？,2133.23,2136.32
379,mjlc1-10.mp3,../mjlc/5-1090.mp3,但看着妹妹认真的模样，他拼命忍着……,2137.03,2140.3
380,mjlc1-10.mp3,../mjlc/5-1100.mp3,1分钟。,2141.28,2142.48
381,mjlc1-10.mp3,../mjlc/5-1110.mp3,10分钟。,2142.96,2144.13
382,mjlc1-10.mp3,../mjlc/5-1120.mp3,20分钟……,2144.76,2145.99
383,mjlc1-10.mp3,../mjlc/5-1130.mp3,直到房门被敲响，佣人催促，,2146.98,2149.35
384,mjlc1-10.mp3,../mjlc/5-1150.mp3,顾好好放下铅笔，“小鱼哥哥，你先回去写作业吧，我画的太慢了，下次再给你好吗？”,2150.81,2159.75
385,mjlc1-10.mp3,../mjlc/5-1170.mp3,妹妹画的慢，只能这样了。,2161.29,2163.36
386,mjlc1-10.mp3,../mjlc/5-1180.mp3,顾羡余依依不舍的离开了。,2164.27,2166.43
387,mjlc1-10.mp3,../mjlc/5-1190.mp3,顾好好将画纸翻了过去，重新下笔，慢慢勾画出一幅女士礼服。,2167.64,2174.2
388,mjlc1-10.mp3,../mjlc/6-10.mp3,第六集半夜主动上门找安安,-0.001,-0.001
389,mjlc1-10.mp3,../mjlc/6-20.mp3,晚上七点，夜凉如水，天色也慢慢暗了下来。,2176.04,2180.63
390,mjlc1-10.mp3,../mjlc/6-30.mp3,顾好好突然跑出房间，一边往走廊那边走，一边像在寻找什么。,2181.89,2187.44
391,mjlc1-10.mp3,../mjlc/6-40.mp3,直到被一道黑色人影挡住。,2188.11,2190.45
392,mjlc1-10.mp3,../mjlc/6-50.mp3,顾好好停下脚步，再抬起小脑袋，懵懂天真。,2191.97,2196.2
393,mjlc1-10.mp3,../mjlc/6-60.mp3,走廊上有灯，男人居高临下，嘴角讥诮，还不停把玩着手里的匕首，,2197.83,2204.58
394,mjlc1-10.mp3,../mjlc/6-80.mp3,刀光一闪，小姑娘像被吓到了，小脸惨白，好半天，才颤抖的用小气音回答，“我……我来找安安。”,2206.18,2217.41
395,mjlc1-10.mp3,../mjlc/6-90.mp3,摇光表情一滞，连带着手里的动作都停止了。,2218.87,2222.83
396,mjlc1-10.mp3,../mjlc/6-100.mp3,“叔叔。”可能看他没什么恶意，顾好好微微提了点音量，“你看到安安了吗？”,2224.3,2232.96
397,mjlc1-10.mp3,../mjlc/6-110.mp3,摇光继续表情呆滞。,2234.24,2235.98
398,mjlc1-10.mp3,../mjlc/6-120.mp3,那几个保镖也面色各异。,2236.7,2238.65
399,mjlc1-10.mp3,../mjlc/6-130.mp3,他们跟七爷这么多年，还是第一次听到有人这么肉麻的喊他安安……,2240.32,2245.87
400,mjlc1-10.mp3,../mjlc/6-140.mp3,“安安不见了！”顾好好瘪瘪小嘴，眼眶已经红了，“叔叔，你能帮我找到它吗？”,2247.44,2256.69
401,mjlc1-10.mp3,../mjlc/6-150.mp3,说着，抬起小手，去拽他的衣角。,2257.64,2260.58
402,mjlc1-10.mp3,../mjlc/6-170.mp3,摇光回神，凶神恶煞的斥道，,2261.92,2264.62
403,mjlc1-10.mp3,../mjlc/6-190.mp3,这个小白脸好凶！顾好好心里吐槽，小脸蛋却很委屈。,2265.72,2271.56
404,mjlc1-10.mp3,../mjlc/6-200.mp3,收回手指，一颗晶莹的泪滴已经从眼眶滑落下来。,2272.54,2277.01
405,mjlc1-10.mp3,../mjlc/6-210.mp3,前世她能得到影后的宝座，演技自然炉火纯青，秒掉眼泪更是基本技能！,2278.22,2285.66
406,mjlc1-10.mp3,../mjlc/6-220.mp3,此时她只是一个孩子，还穿着校服，个头又矮，小小一只，毫无攻击性，还泫然若泣……,2286.89,2296.52
407,mjlc1-10.mp3,../mjlc/6-230.mp3,有保镖于心不忍，,2297.67,2299.23
408,mjlc1-10.mp3,../mjlc/6-260.mp3,觉得这丫头分明就是故意的！,2300.72,2302.94
409,mjlc1-10.mp3,../mjlc/6-270.mp3,14岁就敢半夜三更主动上门，小小年纪，心术不正，简直比那些女明星色胆包天！,2303.97,2312.8
410,mjlc1-10.mp3,../mjlc/6-280.mp3,东院那边是觉得这几年七爷不近女色，所以另辟蹊径，这次找了个未成年的？,2314.45,2322.31
411,mjlc1-10.mp3,../mjlc/6-290.mp3,啧啧，以为七爷是炼铜癖吗？摇光心理阴暗的想道。,2324.44,2328.92
412,mjlc1-10.mp3,../mjlc/6-310.mp3,说出这两个叠字，保镖老脸一红，,2330.82,2333.91
413,mjlc1-10.mp3,../mjlc/6-330.mp3,摇光：“……”,2335.26,2336.16
414,mjlc1-10.mp3,../mjlc/6-340.mp3,也是，今天七爷确实不太对劲，刚才居然还让他们别吓唬这丫头……,2337.23,2344.34
415,mjlc1-10.mp3,../mjlc/6-350.mp3,难道真的认识？,2344.99,2347.0
416,mjlc1-10.mp3,../mjlc/6-360.mp3,一分钟后，摇光进入书房，,2349.26,2351.78
417,mjlc1-10.mp3,../mjlc/6-380.mp3,正处理工作的男人抬眼，,2353.09,2354.98
418,mjlc1-10.mp3,../mjlc/6-410.mp3,摇光实在说不出“安安”这个肉麻的称呼。,2356.84,2360.56
419,mjlc1-10.mp3,../mjlc/6-420.mp3,一旁的黑曜问，,2361.25,2362.45
420,mjlc1-10.mp3,../mjlc/6-450.mp3,摇光表情烦躁，,2363.78,2365.16
421,mjlc1-10.mp3,../mjlc/6-470.mp3,走廊上，几个保镖束手无策。,2366.39,2368.82
422,mjlc1-10.mp3,../mjlc/6-480.mp3,他们都是粗人，很少接触异性，何况还是个未成年？,2369.67,2374.68
423,mjlc1-10.mp3,../mjlc/6-490.mp3,夜色安静，只能听到小姑娘低低的啜泣声。,2376.35,2380.16
424,mjlc1-10.mp3,../mjlc/6-500.mp3,直到。,2380.86,2381.79
425,mjlc1-10.mp3,../mjlc/6-520.mp3,听到声音，哭声停止了，顾好好慢慢抬起头。,2383.47,2388.03
426,mjlc1-10.mp3,../mjlc/6-530.mp3,一看到夜色下显得格外仙气的英俊脸庞，如芝兰玉树一般，让她心神一动，“哥哥。”,2389.19,2398.73
427,mjlc1-10.mp3,../mjlc/6-540.mp3,她现在年纪还小，说话本来就有点小奶音，因为刚才哭过又带着点哽咽，听起来格外软糯可怜。,2400.06,2409.86
428,mjlc1-10.mp3,../mjlc/6-550.mp3,不同于那些保镖，顾淮安的神情很温和。,2411.41,2415.25
429,mjlc1-10.mp3,../mjlc/6-560.mp3,来到跟前，他微微低头，,2416.37,2418.44
430,mjlc1-10.mp3,../mjlc/6-580.mp3,男人的声音低沉，语气也很温柔，再加上眉眼如画，简直苏的要命。,2420.05,2427.3
431,mjlc1-10.mp3,../mjlc/6-590.mp3,果然美男还是得近看！,2428.32,2430.84
432,mjlc1-10.mp3,../mjlc/6-600.mp3,他从上往下的俯视着她，皮肤极白，骨相很正，五官线条无一不精致，尤其还有一双她最喜欢的瑞凤眼！,2432.6,2444.2
433,mjlc1-10.mp3,../mjlc/6-610.mp3,眼型狭长，眼尾优雅的微微上翘，双眼皮的弧度也完美的刚刚好！,2445.24,2452.45
434,mjlc1-10.mp3,../mjlc/6-620.mp3,眼有灼光，如夭夭桃花，流而不动。,2453.35,2457.01
435,mjlc1-10.mp3,../mjlc/6-630.mp3,顾好好拼命按捺住内心的悸动，摇摇小脑袋。,2458.62,2462.52
436,mjlc1-10.mp3,../mjlc/6-640.mp3,眼睛通红，瘪着小唇，就像只委屈的小兔子。,2463.16,2467.12
437,mjlc1-10.mp3,../mjlc/6-650.mp3,见她不说话，摇光忍不住开口，,2468.49,2471.16
438,mjlc1-10.mp3,../mjlc/6-670.mp3,顾好好眨巴眨巴眼睛，瓷声反驳，“我要找的是喵喵，它不见了。”,2496.82,2504.04
439,mjlc1-10.mp3,../mjlc/6-680.mp3,摇光一愣，,2504.93,2505.71
440,mjlc1-10.mp3,../mjlc/6-700.mp3,顾好好解释，“我养的喵喵，它叫安安，刚才突然跑掉了，我找不到它了……”,2507.14,2516.01
441,mjlc1-10.mp3,../mjlc/6-720.mp3,摇光直接骂出声。,2517.62,2519.18
442,mjlc1-10.mp3,../mjlc/6-730.mp3,居然是踏马猫的名字？,2520.16,2522.35
443,mjlc1-10.mp3,../mjlc/6-740.mp3,为什么把猫取名“安安”？,2523.13,2525.05
444,mjlc1-10.mp3,../mjlc/6-750.mp3,绝逼是故意的！,2525.47,2526.67
445,mjlc1-10.mp3,../mjlc/6-760.mp3,他立刻看向七爷。,2528.0,2529.5
446,mjlc1-10.mp3,../mjlc/6-770.mp3,自从回到南城，想尽各种办法接近七爷的女人如过江之鲤，没想到这次居然用宠物做借口？,2530.99,2540.08
447,mjlc1-10.mp3,../mjlc/6-780.mp3,还好七爷心里跟明镜一样，从不会被这种拙劣手段迷惑！,2541.34,2546.29
448,mjlc1-10.mp3,../mjlc/6-790.mp3,没想到，男人不但没有怀疑，甚至还吩咐他，,2547.39,2551.2
449,mjlc1-10.mp3,../mjlc/6-820.mp3,摇光指着自己的鼻子，以为听错了。,2552.49,2555.28
450,mjlc1-10.mp3,../mjlc/6-830.mp3,顾淮安已经转身，,2556.11,2557.67
451,mjlc1-10.mp3,../mjlc/6-860.mp3,黑曜答应，,2559.02,2559.86
452,mjlc1-10.mp3,../mjlc/6-880.mp3,顾好好恋恋不舍的把目光从男人挺拔好看的背影收回，“真的可以找到喵喵吗？”,2561.28,2570.09
453,mjlc1-10.mp3,../mjlc/6-890.mp3,黑曜看向摇光。,2571.09,2572.56
454,mjlc1-10.mp3,../mjlc/6-900.mp3,后者无奈的翻白眼，,2573.22,2574.96
455,mjlc1-10.mp3,../mjlc/6-920.mp3,顾好好这才破涕为笑，“谢谢叔叔，你真是个好人。”,2576.34,2582.15
456,mjlc1-10.mp3,../mjlc/6-930.mp3,摇光再度无语。,2583.3,2584.62
457,mjlc1-10.mp3,../mjlc/6-940.mp3,这丫头刚才喊七爷“哥哥”，怎么喊他就是叔叔了？,2585.7,2589.87
458,mjlc1-10.mp3,../mjlc/6-950.mp3,明明他比七爷小三岁呢！,2590.6,2593.33
459,mjlc1-10.mp3,../mjlc/6-960.mp3,顾好好就这样被送回房间。,2595.58,2597.86
460,mjlc1-10.mp3,../mjlc/6-970.mp3,等黑曜离开后，房门一关，她立刻双手握拳，心中疯狂土拨鼠叫：啊啊啊啊啊七爷真的好温柔！,2598.82,2608.82
461,mjlc1-10.mp3,../mjlc/6-980.mp3,请问这样温柔的哥哥谁不爱呢？,2609.21,2612.81
462,mjlc1-10.mp3,../mjlc/6-990.mp3,黑猫被她放在一楼走廊，所以五分钟后，摇光就把它抓回来了。,2614.1,2620.11
